번호,ID,문제 파일명,정답 파일명,출처,연도,과목,단원,관련 과목,정답률,난이도,답
"404","1d8ffd9d-1554-4900-9f32-943971db6c9c","생윤74.png","생윤74-a.png","2021년 10월 학평 16번 ","2021","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","70","하","5"
"405","beac3fc5-8eb7-4ddf-b39c-9159853450b7","경제74.png","경제74-a.png","2023년 7월 학평 3번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","80","하","4"
"406","db0c9059-917d-4f05-bc18-2255c7564713","경제528.png","경제528-a.png","2019년 10월 학평 12번","2019","통합사회 2","자산 관리와 금융 생활 설계","경제","76","하","2"
"407","06f34253-e767-4ab6-9689-16232bd05cbb","생윤73.png","생윤73-a.png","2022년 3월 학평 19번","2022","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","66","하","5"
"408","262cf18c-0e6c-4f55-bf35-19437fa84ebc","경제73.png","경제73-a.png","2021년 7월 학평 2번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","71","하","5"
"409","b0ff7bf4-8256-41e5-ad16-e9551f4027af","版力177.png","版力177-a.png","2024년 4월 학평 7번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","2"
"410","ea380d2d-98db-4bfa-b58d-a636a84c2031","생윤72.png","생윤72-a.png","2020년 3월 학평 12번","2020","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","53","중","1"
"411","77fb06e0-2593-4914-8949-558cab61c97b","경제527.png","경제527-a.png","2023년 7월 학평 5번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","68","하","4"
"412","e9cc141a-f0b9-480e-a7ef-8ac2043c20ca","版力176.png","版力176-a.png","2021년 3월 학평 10번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","80","하","2"
"413","190cba3b-5c00-498d-a27b-312b5cf7b8d2","경제72.png","경제72-a.png","2024학년도 수능 10번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","35","상","1"
"414","2e1202b3-f94e-4f0f-8508-04ed0bd51b36","경제71.png","경제71-a.png","2023학년도 수능 6번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","71","하","5"
"415","0ff813f0-d439-4d16-ae6c-a2d4670523f4","版力175.png","版力175-a.png","2025학년도 9월 모평 5번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","74","하","2"
"416","3b1aa2cd-0b36-4bc6-ae79-598dbebafa81","생윤71.png","생윤71-a.png","2019년 10월 학평 16번","2019","통합사회 2","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","75","하","5"
"417","44bea9dd-2932-45ca-baf3-1d3e2322c325","경제526.png","경제526-a.png","2024년 3월 학평 2번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","62","하","5"
"418","3714ece2-84c2-4676-8ebb-e450c2a73458","경제525.png","경제525-a.png","2022년 4월 학평 5번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","58","중","1"
"419","a5458df5-a5e7-4c36-8940-1c5903dd9904","생윤70.png","생윤70-a.png","2024년 7월 학평 18번","2024","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","53","중","4"
"420","a5b6a8ea-4af1-4130-a3a3-fa648ca2b4dd","版力174.png","版力174-a.png","2024학년도 수능 3번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","97","하","1"
"421","ba877519-557f-4425-956e-3ca33d2bd841","경제70.png","경제70-a.png","2025학년도 6월 모평 10번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","49","중","2"
"422","93294d77-c19c-490b-90b2-f6ca9dd444fd","생윤69.png","생윤69-a.png","2024년 4월 학평 15번","2024","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","45","중","2"
"423","52bf5ba3-b54e-4d55-87c6-aa85f60d0ed8","경제69.png","경제69-a.png","2021년 10월 학평 1번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","66","하","5"
"424","c4e4e7be-dd2b-47ec-94a2-023aa08d1b87","경제524.png","경제524-a.png","2022학년도 9월 모평 11번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","70","하","3"
"425","71667ef9-ff03-4801-abfd-6cd31f6ef86f","版力173.png","版力173-a.png","2025학년도 6월 모평 4번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","86","하","3"
"426","ba75cb23-f693-4919-ae48-c411b40b4949","경제523.png","경제523-a.png","2021학년도 9월 모평 16번","2021","통합사회 2","자산 관리와 금융 생활 설계","경제","65","하","5"
"427","864df3f1-34ca-4e7a-9d2b-e0cdb70647ad","版力172.png","版力172-a.png","2023년 3월 학평 3번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","63","하","1"
"428","2abac78e-45c8-4d19-b7f7-762bbb520400","생윤68.png","생윤68-a.png","2024학년도 수능 7번","2024","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","63","하","3"
"429","b918bdee-52ab-4b94-9253-aab77496433d","경제68.png","경제68-a.png","2023년 4월 학평 4번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","64","하","3"
"430","850aec8d-bcc4-4eb4-a41a-f58373c80f95","경제522.png","경제522-a.png","2023년 4월 학평 17번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","70","하","5"
"431","cd623724-8ebf-4f15-ab63-4105bb070655","版力171.png","版力171-a.png","2022년 3월 학평 10번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","54","중","2"
"432","15a18314-84ce-4e19-a7f1-d0c6fc409c09","생윤67.png","생윤67-a.png","2023년 10월 학평 2번","2023","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","61","하","4"
"433","6e7f3d82-7481-43e3-9b8b-e69f0ed10b95","경제67.png","경제67-a.png","2022년 7월 학평 3번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","79","하","1"
"434","fb364a79-4963-4ba7-950e-1991c06e5722","생윤66.png","생윤66-a.png","2024학년도 9월 모평 13번","2024","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","37","상","1"
"435","27b5652e-6f4a-4dc6-91d1-e642b1abbab7","版力170.png","版力170-a.png","2021학년도 수능 3번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","91","하","3"
"436","28cfed8d-8672-49ff-83f3-1b60f7f0ff71","경제66.png","경제66-a.png","2024학년도 6월 모평 5번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","58","중","5"
"437","83f9ce52-f36a-4b5f-a2fb-6474924c9bab","경제521.png","경제521-a.png","2022학년도 수능 14번","2022","통합사회 2","자산 관리와 금융 생활 설계","경제","69","하","3"
"438","f26abab1-8f5f-48b7-aabf-a3b4132c5cb6","경제520.png","경제520-a.png","2025학년도 6월 모평 9번","2025","통합사회 2","자산 관리와 금융 생활 설계","경제","89","하","3"
"439","22e63a1f-9a3c-414a-a9c3-0dc5bd393391","경제65.png","경제65-a.png","2023년 10월 학평 16번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","65","하","3"
"440","0e2b3b43-4ede-4405-b32c-d69ce5719d42","생윤65.png","생윤65-a.png","2023학년도 수능 12번","2023","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","36","상","1"
"441","65af7578-2e97-4dd3-be09-0514abcea668","版力169.png","版力169-a.png","2022학년도 6월 모평 1번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","95","하","2"
"442","e1c9504d-23c4-49d6-8ee4-43eeb9ebada5","版力168.png","版力168-a.png","2021년 4월 학평 2번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","94","하","5"
"443","036778cf-5c42-4b05-8d62-026078bf1555","경제64.png","경제64-a.png","2020학년도 6월 모평 4번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","78","하","3"
"444","1d97d465-1f41-4e60-b4f6-3ad91f1fe272","생윤64.png","생윤64-a.png","2022년 10월 학평 12번","2022","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","40","상","5"
"445","c294cf65-e6fa-405f-8642-c1668505cd41","경제519.png","경제519-a.png","2019학년도 6월 모평 4번","2019","통합사회 2","자산 관리와 금융 생활 설계","경제","81","하","5"
"446","050cca6f-574b-4992-9ded-11bb6d72e907","경제518.png","경제518-a.png","2019년 3월 학평 2번","2019","통합사회 2","자산 관리와 금융 생활 설계","경제","84","하","3"
"447","7a1428e6-87f5-4f10-942b-75b5be5bb25e","경제63.png","경제63-a.png","2020학년도 수능 15번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","50","중","5"
"448","72493fd3-3a85-41a3-8dc7-da67a233233a","생윤63.png","생윤63-a.png","2023년 3월 학평 10번","2023","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","36","상","1"
"449","0c864c6a-e45f-4617-9666-a12702093a5a","版力167.png","版力167-a.png","2022년 10월 학평 1번","2022","통합사회 2","합리적 선택과 경제 주체의 역할","경제","86","하","1"
"450","c2e971d5-5619-4521-b216-dd7ce1d8377a","경제62.png","경제62-a.png","2024학년도 9월 모평 4번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","4"
"451","1fc64b59-e034-4884-9a31-7df464003d6a","版力166.png","版力166-a.png","2023학년도 6월 모평 10번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","66","하","1"
"452","db1cae8a-7e6f-4678-a6f9-8e79bc2e67d5","경제517.png","경제517-a.png","2020학년도 9월 모평 9번","2020","통합사회 2","자산 관리와 금융 생활 설계","경제","83","하","5"
"453","eb49fbd7-8154-4eb3-815d-a47f7fdba872","생윤62.png","생윤62-a.png","2024학년도 6월 모평 6번","2024","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","28","상","4"
"454","38352fe7-f567-4a7a-a5fe-48daf879f77a","경제61.png","경제61-a.png","2023년 3월 학평 20번","2023","통합사회 2","합리적 선택과 경제 주체의 역할","경제","47","중","3"
"455","bf137456-46be-4f1f-a421-f63de603f944","경제516.png","경제516-a.png","2025학년도 수능 8번","2025","통합사회 2","자산 관리와 금융 생활 설계","경제","67","하","5"
"456","5e40333b-baca-4212-8556-171fe682231c","생윤61.png","생윤61-a.png","2022학년도 9월 모평 7번","2022","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","84","하","4"
"457","77a9a54e-361b-4a92-a00d-80f001bbf623","版力165.png","版力165-a.png","2021학년도 9월 모평 6번","2021","통합사회 2","합리적 선택과 경제 주체의 역할","경제","48","중","1"
"458","7467102c-0b36-47d2-96df-7ba195f3cc3e","경제515.png","경제515-a.png","2024년 10월 학평 17번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","71","하","1"
"459","79bd29db-4d65-4787-aad8-52972b5b62c4","版力164.png","版力164-a.png","2020년 7월 학평 7번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","89","하","4"
"460","0e0c9f0e-d91c-4942-9857-01306c6147ad","경제60.png","경제60-a.png","2019년 3월 학평 4번","2019","통합사회 2","합리적 선택과 경제 주체의 역할","경제","80","하","3"
"461","b72fe093-e68c-48fa-b64b-2fa804dbc521","생윤60.png","생윤60-a.png","2021년 4월 학평 18번","2021","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","79","하","3"
"462","046ee5f4-cc09-4fe0-abd5-1eeb367da0b5","생윤59.png","생윤59-a.png","2022년 4월 학평 13번","2022","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","72","하","5"
"463","c351de07-8033-41c4-8d64-0146ef5145c5","경제59.png","경제59-a.png","2020년 10월 학평 5번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","52","중","5"
"464","90b52f43-ee43-4510-9be6-36051e9f886c","版力163.png","版力163-a.png","2020년 3월 학평 8번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","81","하","3"
"465","b48ac451-544b-4de6-bc9c-0f470d01495b","경제514.png","경제514-a.png","2024년 3월 학평 14번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","45","중","4"
"466","49a5e7f4-b0a8-47b4-94da-d77819b0e1e1","경제58.png","경제58-a.png","2020년 7월 학평 3번","2020","통합사회 2","합리적 선택과 경제 주체의 역할","경제","75","하","5"
"467","4089f56f-8214-4222-a43f-1805ac32e157","경제513.png","경제513-a.png","2024학년도 수능 19번","2024","통합사회 2","자산 관리와 금융 생활 설계","경제","34","상","4"
"468","73aae7b7-b1f0-466b-8159-463874014a63","版力162.png","版力162-a.png","2024년 4월 학평 6번","2024","통합사회 2","합리적 선택과 경제 주체의 역할","경제","92","하","5"
"469","5ce9d934-9125-4462-b981-7e5738a93ee2","생윤58.png","생윤58-a.png","2022학년도 수능 15번","2022","통합사회 2","인권의 의미와 현대 사회의 인권","생활과 윤리","68","하","3"
"470","64c91626-5ee1-43d5-a114-84bdd489dcef","版力161.png","版力161-a.png","2025학년도 수능 14번","2025","통합사회 2","합리적 선택과 경제 주체의 역할","경제","64","하","5"
"471","e83c8cfa-4ffa-4e5e-adbf-3530480e9700","경제512.png","경제512-a.png","2023년 10월 학평 18번","2023","통합사회 2","자산 관리와 금융 생활 설계","경제","51","중","1"
