"global_index","순번","문제 파일명","정답 파일명","통합사회 1권/2권","대단원","소단원 (자세한)","기존 사탐 범주","내신 난이도 (상,중,하)","정답율%","기출문제 유무 (Y/N)","태그 (쉼표구분)","출처"
"396","97",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","상","39","Y","시민 불복종","2021년 4월 학평 14번"
"397","98",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","중","53","Y","시민 불복종","2020학년도 수능 18번"
"398","99",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","중","44","Y","시민 불복종","2021학년도 9월 모평 7번"
"399","100",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","중","53","Y","시민 불복종","2023년 4월 학평 3번"
"400","101",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","하","68","Y","시민 불복종","2023학년도 9월 모평 8번"
"401","102",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","상","24","Y","시민 불복종","2022년 10월 학평 19번"
"402","103",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","중","48","Y","시민 불복종","2020학년도 6월 모평 12번"
"403","104",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","상","37","Y","시민 불복종","2020년 4월 학평 7번"
"404","105",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","중","46","Y","시민 불복종","2023학년도 수능 14번"
"405","106",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","중","41","Y","시민 불복종","2024학년도 6월 모평 5번"
"406","107",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","상","36","Y","시민 불복종","2024학년도 9월 모평 7번"
"407","108",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","하","62","Y","시민 불복종","2019년 3월 학평 13번"
"408","109",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","상","40","Y","시민 불복종","2025학년도 6월 모평 14번"
"409","110",,,"통합사회2","인권 보장과 헌법","인권의 의미와 현대 사회의 인권","생활과 윤리","중","49","Y","사회계약론","2025학년도 9월 모평 9번"
"410","111",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","중","66","Y","시민 불복종","2025학년도 9월 모평 12번"
"411","112",,,"통합사회2","인권 보장과 헌법","인권의 의미와 현대 사회의 인권","생활과 윤리","중","50","Y","사회계약론","2024년 10월 학평 19번"
"412","113",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","중","51","Y","시민 불복종 ","2024년 10월 학평 8번"
"413","114",,,"통합사회2","인권 보장과 헌법","인권의 의미와 현대 사회의 인권","생활과 윤리","중","51","Y","사회계약론","2025학년도 수능 10번"
"414","115",,,"통합사회2","인권 보장과 헌법","인권 보장을 위한 헌법의 역할과 시민 참여","생활과 윤리","상","24","Y","시민 불복종","2025학년도 수능 18번"
"415","1",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","85","Y","경제활동의 유형","2023학년도 6월 모평 1번"
"416","2",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","79","Y","경제활동의 유형","2022년 3월 학평 1번"
"417","3",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","86","Y","경제 주체와 경제 객체","2020년 4월 학평 1번"
"418","4",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","80","Y","경제 활동의 유형","2020학년도 6월 모평 1번"
"419","5",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","69","Y","경제 활동의 유형","2019년 7월 학평 15번"
"420","6",,,"통합사회2","시장 경제와 지속가능발전","자본주의의 전개 과정과 경제 체제","경제","하","65","Y","경제 활동의 유형","2022년 4월 학평 2번"
"421","7",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","65","Y","경제 주체와 경제 객체","2020학년도 6월 모평 2번"
"422","8",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","88","Y","경제 활동의 유형 + 경제 주체와 경제 객채","2025학년도 9월 모평 1번"
"423","9",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","95","Y","민간 부문의 순환","2022학년도 수능 2번"
"424","10",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","86","Y","민간 부문의 순환","2023년 4월 학평 2번"
"425","11",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","93","Y","민간 부문의 순환","2024년 7월 학평 1번"
"426","12",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","87","Y","민간 부문의 순환","2019년 4월 학평 1번"
"427","13",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","85","Y","민간 부문의 순환","2024학년도 6월 모평 1번"
"428","14",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","87","Y","민간 부문의 순환","2023학년도 9월 모평 2번"
"429","15",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","88","Y","민간 부문의 순환","2024학년도 9월 모평 1번"
"430","16",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","93","Y","민간 부문의 순환","2021년 10월 학평 5번"
"431","17",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","93","Y","민간 부문의 순환","2022학년도 9월 모평 2번"
"432","18",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","88","Y","민간 부문의 순환","2020년 10월 학평 1번"
"433","19",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","90","Y","민간 부문의 순환","2023학년도 수능 1번"
"434","20",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","89","Y","민간 부문의 순환","2023년 7월 학평 1번"
"435","21",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","88","Y","민간 부문의 순환","2021학년도 수능 1번"
"436","22",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","86","Y","민간 부문의 순환","2024학년도 수능 1번"
"437","23",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","84","Y","민간 부문의 순환","2024년 4월 학평 1번"
"438","24",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","79","Y","민간 부문의 순환","2020년 3월 학평 13번"
"439","25",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","77","Y","민간 부문의 순환","2021년 4월 학평 17번"
"440","26",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","74","Y","민간 부문의 순환","2024년 3월 학평 1번"
"441","27",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","74","Y","민간 부문의 순환","2019년 10월 학평 1번"
"442","28",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","68","Y","민간 부문의 순환","2019년 3월 학평 1번"
"443","29",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","87","Y","민간 부문의 순환","2025학년도 수능 1번"
"444","30",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","90","Y","자원의 희소성 + 기본적인 경제 문제","2023학년도 9월 모평 3번"
"445","31",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","85","Y","기본적인 경제 문제","2024년 4월 학평 4번"
"446","32",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","89","Y","무상재(자유재)와 경제재","2022년 7월 학평 1번"
"447","33",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","71","Y","무상재(자유재)와 경제재","2022학년도 9월 모평 5번"
"448","34",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","91","Y","기본적인 경제 문제","2021년 4월 학평 4번"
"449","35",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","79","Y","기본적인 경제 문제","2020년 3월 학평 1번"
"450","36",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","90","Y","기본적인 경제 문제","2022년 4월 학평 6번"
"451","37",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","79","Y","기본적인 경제 문제","2019년 4월 학평 4번"
"452","38",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","85","Y","기회비용","2021년 3월 학평 3번"
"453","39",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","75","Y","편익과 비용","2023학년도 9월 모평 7번"
"454","40",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","75","Y","기회비용 + 편익과 비용","2024년 3월 학평 12번"
"455","41",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","80","Y","편익과 비용","2021년 4월 학평 5번"
"456","42",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","77","Y","기회비용 + 편익과 비용","2024년 7월 학평 4번"
"457","43",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","47","Y","편익과 비용","2022년 10월 학평 11번"
"458","44",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","76","Y","편익과 비용","2022학년도 수능 11번"
"459","45",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","69","Y","편익과 비용","2022학년도 6월 모평 16번"
"460","46",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","49","Y","편익과 비용","2022년 3월  학평 7번"
"461","47",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","65","Y","편익과 비용","2023학년도 6월 모평 6번"
